Job Title,Job Ratings,time,JobStatus,Pros,Cons
Direct sales representative,2.0,"Sep 17, 2024","Current employee, more than 1 year","get to work outside on the nice days, talk to people about internet
- also btw, I am writing this as an L1, not an L3,","Base pay is actually terrible. 37.5k, yeah I know you make more money in commissions but still spectrum pays their reps a 65k base which would be awesome to have that level of security. If you don't meet your target month to month you get severely fckd. I made a decent amount of sales one month and the commission actually trash because I didn't meet my target. 
ALOT of people hate that you come to their door. the last thing people want to do at the end of the day is talk about internet and bills, and then you have to convince them when they switch is worth the hassle. Management in KC is awesome for the D2D reps, it's the job that is actually terrible. In the summer its horrible, in the winter its horrible, it all depends on if you're really good at sales I guess"
Chief marketing officer (cmo),2.0,"Apr 4, 2025","Current employee, less than 1 year",best is the business yesah,dont let you sleep while night
Sr. director,4.0,"Apr 4, 2025",Current employee,"Awesome talent
Hard working culture","Politics
Engineering calls all the shots"
Software development engineer (sde),5.0,"Apr 2, 2025","Former employee, more than 5 years","hmm
ok
hmmm
oka
alala","i 
dont
know
What
This is irritating"
Software developer,3.0,"Apr 3, 2025",Former employee,"Salary
Growth Opportunities
Perks
Insurance",Work Culture depending on your team and manager
Digital marketing intern,5.0,"Mar 20, 2025","Former employee, more than 1 year",Great working environment and work-life balance.,Had an intern role so did not get to deep dive as much.
Software engineer,5.0,"Apr 1, 2025","Current employee, more than 1 year",all good sadasjnd sajndkas jasdjasn,notingsadasdasd jsnbdjas kasndkas ksndkasn kasndjasn
Software engineer,5.0,"Apr 2, 2025",Former employee,amazing work expereince i recommend,great great great great great
Software engineer,5.0,"Apr 2, 2025",Former employee,great great great great great,no issues no issues no
Program manager,3.0,"Mar 18, 2025","Current employee, more than 8 years","Global mobility, but only if you have manager approval",Company values have changed over the year to be hyper-focused on profit only and nothing else
Content reviewer,3.0,"Mar 31, 2025","Former employee, more than 1 year",Had a very fun time,There are better things in the world
Software engineer,4.0,"Apr 1, 2025",Former employee,Competitive Pay and great on resume,"No work life balance, works hard."
Software engineer,5.0,"Mar 30, 2025",Former employee,"Good culture, good workmates, great company.","Food is bad, nothing else."
Field sales representative,5.0,"Mar 30, 2025","Current employee, more than 1 year","Flexible working hours, great benefits","Steep learning curve, not much guidance"
Software engineer,5.0,"Mar 31, 2025","Current employee, more than 10 years",Good WLB. relatively high compensation.,Recent tech industry wide culture change.
Anonymous employee,5.0,"Mar 29, 2025",Former employee,Works great when it works,Sometimes gets things wrong but is generally good
Customer engineer,2.0,"Mar 28, 2025","Current employee, more than 3 years",The salary is highest in the market.,"Everything else is bad. Don't believe the ""Googleyness"" fairytail."
Consultant,5.0,"Mar 28, 2025","Current employee, more than 1 year","Great company, great company to work","None, as of now great company to work"
Senior account manager,5.0,"Mar 28, 2025","Current employee, more than 3 years","Great management, supportive peers, really gold benefits",Career sometimes might be slow
Software engineer,4.0,"Mar 27, 2025",Former employee,the microkitchens are awesome and the offices are beautiful,sometimes you have to stay back longer
Head of incubation,5.0,"Mar 27, 2025","Current employee, more than 10 years","Amazing colleagues, great benefits, innovative office spaces","hierarchical, political, slow career progression"
Operations manager,3.0,"Dec 3, 2024","Former employee, more than 3 years","I received all the perks, technology, and funding needed to support the role.","Contractors are treated as second class and could be fired at any time for any reason, which I felt was inhumane and dangerous."
Junior accountant,4.0,"Jan 21, 2025","Former employee, more than 1 year","Working as a junior accountant at Google offers incredible career growth opportunities, competitive compensation, and a diverse, innovative environment. The company also provides excellent employee perks and a strong reputation, making it an ideal place to build a rewarding career.","Working as a junior accountant at Google can sometimes involve long hours and high-pressure situations due to the fast-paced and demanding environment. Additionally, the sheer size of the company can make it challenging to stand out and get noticed."
Talent acquisition partner,5.0,"Mar 25, 2025","Current employee, more than 3 years",There is a good culture at google,Sometimes we are asked to go to the office
Young apprentice,5.0,"Jan 2, 2025",Former employee,"Had the opportunity to work at Google was one of the most enriching things that happened in my life so far. My time there was short due the Covid-19 pandemic, but even though they gave me all the support while I was an employee there.","As I said, I my time actually experiencing working there was short, I started in January 2020 and after 4 months due the pandemic I couldn't attend to the office, but they kept my contract active till march 2021 regardless the situation, so I have nothing bad to say."
Staff software engineer,5.0,"Feb 25, 2025","Current employee, more than 8 years","Offices are great
Free food with amazing lunches and good breakfast.
Smart colleagues 
Projects with opportunities","Upper management is bad with a lot of people from consulting pulling in other ""friends"" from consulting.
Zurich office is shrinking post layoffs which doesn't add much motivation"
Data scientist,5.0,"Mar 31, 2025",Former employee,Very good company I like it,There is no cons about
Software engineer,4.0,"Mar 31, 2025","Current employee, less than 1 year",salary is good than other,its too hectic to work
Consultant,5.0,"Mar 13, 2025","Former employee, more than 1 year","surrounded by smart, ambitious, international people with great vibes. Loved all the free food, coffee, fun activities.",Not as much opportunity to transfer to different roles and different countries
Software engineer,5.0,"Mar 29, 2025",Former employee,Everything about Google is great,Nothing much to complain about google
Software engineer,4.0,"Mar 28, 2025",Former employee,have some good time there,no bad experience and some fun people
Software engineer,5.0,"Mar 28, 2025",Current employee,Good what to say about Google It's best,Use Google for good knowledge
Senior staff software engineer,5.0,"Mar 27, 2025",Current employee,great working environment and good food,"no cons, i Love my job"
Silicon design engineer,5.0,"Mar 28, 2025","Former employee, more than 3 years",excellent place to work here.,"No cons, everything excellent at Google."
Intern,5.0,"Mar 28, 2025","Former employee, less than 1 year",Exposure hitech robots good lab facilities,As an intern you will not be paid
