Job Title,Job Ratings,time,JobStatus,Pros,Cons
Sre engineer,3.0,"Aug 27, 2024","Current employee, more than 3 years","Good work-life balance
Remote work facility
Great campus and good food",No idea of what to do with an SRE team. They hand off all the support tickets to the SRE team. No internal tool being designed. They have also recently restructured the SRE team in Security Org to SDEs and are having ridiculous expectations from them and evaluating them against the SDE work. The core strength of the individuals is no longer being used.
Software engineer,5.0,"Nov 22, 2024",Current employee,Great work life balance overall,Life at microsoft depends a lot on your manager
Consultant,5.0,"Oct 26, 2024","Current employee, more than 3 years","- Work life balance is super
- you get to work on latest technologies","not good in compensation, you will make less than your peers, very very very slow career growth."
Techincal support engineer,5.0,"Nov 15, 2024","Former employee, more than 3 years","Friendly colleagues
Great benefits; gym, salary, canteen, time off
Interesting work
Good manager","Busy work, always swamped and tired"
Service engineer,4.0,"Nov 10, 2024","Current employee, more than 8 years",International community and cloud services devops mindset.,Continuous change in goals and expectations. Continuous pressure for making progress and impact.
Software engineer,5.0,"Nov 20, 2024","Former employee, less than 1 year",Very good cafe and location,It is very not good
Prodcut manager,4.0,"Nov 25, 2024",Current employee,"Learning
Growth
Large impact
Work life balance",I dont have anythingto say
Software development engineer,4.0,"Nov 26, 2024",Current employee,Good Work life balance here,"Lazy culture, normal increments only"
Software engineer (swe ii),5.0,"Nov 26, 2024",Current employee,Employee friendly and good environment,No cons as of now
Sr tech lead,5.0,"Nov 21, 2024","Former employee, more than 3 years",Employee friendly and good environment,Location far away from the down town
Ui-ux design intern,5.0,"Nov 21, 2024",Former employee,"Good people, good environment, good pay",None as such - got ppo
Software engineer ii,5.0,"Nov 20, 2024",Current employee,Work Life balance is sorted,Too much friction in doing things
Technology consultant,4.0,"Nov 15, 2024","Current employee, more than 1 year","Work life balance
Compensation
Learning
Always get options for vertical hire",Timelines in consulting may not be suitable for all employees
Merchandise manager,3.0,"Nov 20, 2024","Former employee, more than 1 year",great perks and snacks in the office,expectation to work long hours
Anonymous employee,3.0,"Oct 7, 2024","Current employee, more than 3 years","New Belfast offices are a great place to work, but hybrid working is also fully supported. Parking is subsidised.
Clear review system with generous rewards possible","Vast organisation can mean that getting small things done (IT/HR) is extremely difficult - shouting into the void.
Re-orgs are often and impactful"
Software development engineer (sde1),4.0,"Nov 4, 2024","Former employee, less than 1 year",Work environmennt is very good .,"Work-life balance
Some say that your job, work-life balance, and general satisfaction depends a lot on which team you are on."
Technical sales engineer,5.0,"Nov 5, 2024",Current employee,The people and the tech are the reasons people stay here,"Benefits, and salary are good and competitive but could be better"
Account technology strategist,3.0,"Sep 23, 2024","Current employee, more than 3 years","Made the right investments in key areas of future growth technology, without valuing human capital","The company still has a legacy of licensing that directs a large part of its business, requiring professionals to know this area, and at the same time it has a lot of bureaucracy for new products."
Technical support engineer,4.0,"Nov 25, 2024","Current employee, more than 3 years","job salary is nice, awesome",Taiwan is a good place
Ios engineer,3.0,"Nov 22, 2024",Current employee,"work life balance, no work over load","no salary increments, no salary review"
Software engineer,5.0,"Nov 22, 2024",Former employee,Best work culture and Good Food,"Not much growth after sometime,"
Software engineer,4.0,"Nov 17, 2024",Current employee,A hundred percent work from home,Low salary compared to the industry standard
Technical specialist,5.0,"Nov 17, 2024","Current employee, more than 5 years","Everything is great, awesome place to work.","Nothing, awesome workplace, great place to be"
Data analyst,2.0,"Nov 18, 2024",Current employee,"Cool, innovative, committed, dedicated, resilient",You need to be constantly innovating and sometimes the work can be monotonous
Software engineer,5.0,"Nov 9, 2024","Former employee, more than 1 year","Best Culture , best office, best people, best minds. Everything is best.",No cons because it's microsoft.
Supply chain manager,3.0,"Oct 8, 2024","Former employee, more than 3 years","very cool atmosphere, nice work balance, and good pay.","recently due to the redundancy, the atmosphere became toxic,"
Sr program manager,5.0,"Nov 18, 2024","Current employee, more than 10 years","Culture, Team, Leadership, Career Opportunities, Products","Long hours, global teams, always changing"
Senior risk director,5.0,"Nov 15, 2024","Former employee, more than 8 years",Collaborative Company that i loved to work in,Salary Level could have been better
Technical support engineer,4.0,"Nov 11, 2024",Former employee,its good at life-work balance,"not very good for career developing, at least for my position"
Escalation engineer,5.0,"Nov 11, 2024",Former employee,"Great work life balance, more felxibility in terms of work from home",No cons i can think of
Cloud solution architect (csa),4.0,"Aug 14, 2024","Current employee, more than 10 years","It's a big company and you can have many benefits, in theory you have a big network to grown you knowledge and to travel.","It's very demanding, big competition and not a real work life balance. Need a be very stubborn and push your manager to get awarded"
